air_temp,clearsky_ghi,cloud_opacity,ghi,wind_speed_10m,zenith,period_end,period
12,0,61.6,0,2.6,113,2021-12-08T12:00:00+00:00,PT60M
11,0,70.1,0,2.8,119,2021-12-08T13:00:00+00:00,PT60M
11,0,31.7,0,2.7,122,2021-12-08T14:00:00+00:00,PT60M
11,0,68.7,0,2.4,121,2021-12-08T15:00:00+00:00,PT60M
11,0,53.2,0,2.2,118,2021-12-08T16:00:00+00:00,PT60M
11,0,45.6,0,2.1,111,2021-12-08T17:00:00+00:00,PT60M
11,0,34.1,0,2.1,103,2021-12-08T18:00:00+00:00,PT60M
11,2,62.6,1,2.4,93,2021-12-08T19:00:00+00:00,PT60M
11,103,74.3,21,2.7,82,2021-12-08T20:00:00+00:00,PT60M
12,307,65.6,105,2.7,70,2021-12-08T21:00:00+00:00,PT60M
13,525,59.8,215,2,58,2021-12-08T22:00:00+00:00,PT60M
14,727,65.9,246,1.4,46,2021-12-08T23:00:00+00:00,PT60M
14,896,48.3,468,1.1,34,2021-12-09T00:00:00+00:00,PT60M
16,1018,16.4,854,0.8,23,2021-12-09T01:00:00+00:00,PT60M
17,1082,40.9,638,0.4,14,2021-12-09T02:00:00+00:00,PT60M
17,1083,32.3,730,0.3,15,2021-12-09T03:00:00+00:00,PT60M
18,1018,2.4,995,1,24,2021-12-09T04:00:00+00:00,PT60M
17,893,61.1,359,1.1,36,2021-12-09T05:00:00+00:00,PT60M
17,717,92.4,53,0.9,48,2021-12-09T06:00:00+00:00,PT60M
16,507,83.4,78,1.2,60,2021-12-09T07:00:00+00:00,PT60M
15,284,74.2,73,1.8,72,2021-12-09T08:00:00+00:00,PT60M
14,82,62.2,37,2.4,84,2021-12-09T09:00:00+00:00,PT60M
13,0,62.5,0,2.1,94,2021-12-09T10:00:00+00:00,PT60M
13,0,59.9,0,1.4,104,2021-12-09T11:00:00+00:00,PT60M
12,0,56.7,0,1.8,112,2021-12-09T12:00:00+00:00,PT60M
11,0,58.4,0,2.2,118,2021-12-09T13:00:00+00:00,PT60M
11,0,52.6,0,2.3,122,2021-12-09T14:00:00+00:00,PT60M
11,0,74.1,0,2.4,121,2021-12-09T15:00:00+00:00,PT60M
11,0,55.9,0,3.1,118,2021-12-09T16:00:00+00:00,PT60M
10,0,69.9,0,4.1,111,2021-12-09T17:00:00+00:00,PT60M
10,0,74.7,0,4.6,103,2021-12-09T18:00:00+00:00,PT60M
10,2,79,0,4.6,93,2021-12-09T19:00:00+00:00,PT60M
10,104,67.1,33,4.9,82,2021-12-09T20:00:00+00:00,PT60M
10,303,83.7,49,5.2,70,2021-12-09T21:00:00+00:00,PT60M
10,516,86.2,70,4.6,58,2021-12-09T22:00:00+00:00,PT60M
10,716,88.4,83,3.9,46,2021-12-09T23:00:00+00:00,PT60M
10,883,94.5,49,4.2,34,2021-12-10T00:00:00+00:00,PT60M
10,1001,95,50,4.7,23,2021-12-10T01:00:00+00:00,PT60M
11,1065,89.9,108,4.8,14,2021-12-10T02:00:00+00:00,PT60M
12,1064,85.8,150,4.7,15,2021-12-10T03:00:00+00:00,PT60M
13,997,82.5,174,4.3,24,2021-12-10T04:00:00+00:00,PT60M
14,873,76.4,209,3.7,36,2021-12-10T05:00:00+00:00,PT60M
14,703,84.4,109,3.5,48,2021-12-10T06:00:00+00:00,PT60M
14,499,71.5,140,3.3,60,2021-12-10T07:00:00+00:00,PT60M
14,283,59.3,112,3.1,72,2021-12-10T08:00:00+00:00,PT60M
13,85,51.2,41,3,83,2021-12-10T09:00:00+00:00,PT60M
12,0,40.7,0,3,94,2021-12-10T10:00:00+00:00,PT60M
11,0,39.3,0,3,104,2021-12-10T11:00:00+00:00,PT60M
11,0,38.8,0,2.8,112,2021-12-10T12:00:00+00:00,PT60M
10,0,33.4,0,2.8,118,2021-12-10T13:00:00+00:00,PT60M
10,0,34.1,0,2.9,121,2021-12-10T14:00:00+00:00,PT60M
10,0,39.1,0,2.9,121,2021-12-10T15:00:00+00:00,PT60M
9,0,9,0,2.6,118,2021-12-10T16:00:00+00:00,PT60M
9,0,12.2,0,2,111,2021-12-10T17:00:00+00:00,PT60M
9,0,21.9,0,1.8,103,2021-12-10T18:00:00+00:00,PT60M
9,2,19.1,2,2.3,93,2021-12-10T19:00:00+00:00,PT60M
10,109,36.9,68,2.8,82,2021-12-10T20:00:00+00:00,PT60M
11,316,13,273,3.8,70,2021-12-10T21:00:00+00:00,PT60M
13,535,5.3,507,4.7,58,2021-12-10T22:00:00+00:00,PT60M
14,739,7,689,4.8,46,2021-12-10T23:00:00+00:00,PT60M
15,906,17.2,746,4.5,34,2021-12-11T00:00:00+00:00,PT60M
16,1020,36.2,651,4.2,23,2021-12-11T01:00:00+00:00,PT60M
18,1078,34.4,708,4.1,14,2021-12-11T02:00:00+00:00,PT60M
19,1073,20,859,4.1,15,2021-12-11T03:00:00+00:00,PT60M
19,1006,34.7,658,4,24,2021-12-11T04:00:00+00:00,PT60M
19,881,32.1,596,3.7,35,2021-12-11T05:00:00+00:00,PT60M
19,709,16.7,596,3.6,48,2021-12-11T06:00:00+00:00,PT60M
18,503,27.1,361,3.5,60,2021-12-11T07:00:00+00:00,PT60M
16,284,11.6,243,3.5,72,2021-12-11T08:00:00+00:00,PT60M
15,84,0,84,3.4,83,2021-12-11T09:00:00+00:00,PT60M
14,0,0,0,3.1,94,2021-12-11T10:00:00+00:00,PT60M
13,0,11.9,0,2.8,104,2021-12-11T11:00:00+00:00,PT60M
12,0,33.8,0,2.9,112,2021-12-11T12:00:00+00:00,PT60M
12,0,14.8,0,2.8,118,2021-12-11T13:00:00+00:00,PT60M
11,0,25.3,0,2.5,121,2021-12-11T14:00:00+00:00,PT60M
11,0,5.7,0,2.3,121,2021-12-11T15:00:00+00:00,PT60M
10,0,7.9,0,2.2,118,2021-12-11T16:00:00+00:00,PT60M
9,0,1.1,0,2.2,111,2021-12-11T17:00:00+00:00,PT60M
8,0,6,0,2.2,103,2021-12-11T18:00:00+00:00,PT60M
8,2,0,2,2.3,93,2021-12-11T19:00:00+00:00,PT60M
9,110,0,110,2.4,82,2021-12-11T20:00:00+00:00,PT60M
11,319,0,319,2.7,70,2021-12-11T21:00:00+00:00,PT60M
13,540,0,540,2.6,58,2021-12-11T22:00:00+00:00,PT60M
15,745,0,745,2.3,46,2021-12-11T23:00:00+00:00,PT60M
15,914,0,914,1.9,34,2021-12-12T00:00:00+00:00,PT60M
16,1031,0,1031,1.3,23,2021-12-12T01:00:00+00:00,PT60M
18,1090,0,1090,1,14,2021-12-12T02:00:00+00:00,PT60M
19,1085,0,1085,0.4,15,2021-12-12T03:00:00+00:00,PT60M
20,1012,5.7,957,0.9,24,2021-12-12T04:00:00+00:00,PT60M
21,884,31.6,608,1.5,35,2021-12-12T05:00:00+00:00,PT60M
21,709,26,511,1.5,48,2021-12-12T06:00:00+00:00,PT60M
20,503,41,311,0.9,60,2021-12-12T07:00:00+00:00,PT60M
20,284,51.4,138,1.1,72,2021-12-12T08:00:00+00:00,PT60M
18,85,33.7,48,2.5,83,2021-12-12T09:00:00+00:00,PT60M
16,0,26.9,0,3.4,94,2021-12-12T10:00:00+00:00,PT60M
13,0,8.3,0,3.7,104,2021-12-12T11:00:00+00:00,PT60M
12,0,17.7,0,3.3,112,2021-12-12T12:00:00+00:00,PT60M
12,0,11.5,0,2.4,118,2021-12-12T13:00:00+00:00,PT60M
11,0,15.6,0,1.6,121,2021-12-12T14:00:00+00:00,PT60M
11,0,40.2,0,1.1,121,2021-12-12T15:00:00+00:00,PT60M
11,0,12.6,0,0.8,118,2021-12-12T16:00:00+00:00,PT60M
10,0,0,0,0.6,111,2021-12-12T17:00:00+00:00,PT60M
10,0,0,0,0.5,103,2021-12-12T18:00:00+00:00,PT60M
10,2,16.8,2,0.3,93,2021-12-12T19:00:00+00:00,PT60M
10,107,42.9,53,0.4,82,2021-12-12T20:00:00+00:00,PT60M
11,315,56.1,138,0.4,71,2021-12-12T21:00:00+00:00,PT60M
13,536,62.6,200,0.4,59,2021-12-12T22:00:00+00:00,PT60M
15,741,48.3,389,0.6,46,2021-12-12T23:00:00+00:00,PT60M
17,910,8.6,836,0.7,34,2021-12-13T00:00:00+00:00,PT60M
20,1024,0,1024,0.9,23,2021-12-13T01:00:00+00:00,PT60M
22,1081,0,1081,1.5,14,2021-12-13T02:00:00+00:00,PT60M
23,1076,0,1076,2.1,15,2021-12-13T03:00:00+00:00,PT60M
24,1008,6,948,2.4,24,2021-12-13T04:00:00+00:00,PT60M
25,883,14.5,761,2.5,35,2021-12-13T05:00:00+00:00,PT60M
24,711,5.4,669,2.3,47,2021-12-13T06:00:00+00:00,PT60M
24,508,0,508,1.9,60,2021-12-13T07:00:00+00:00,PT60M
23,291,0,291,1.9,72,2021-12-13T08:00:00+00:00,PT60M
21,91,23.5,81,1.7,83,2021-12-13T09:00:00+00:00,PT60M
18,1,0.7,1,1.4,94,2021-12-13T10:00:00+00:00,PT60M
16,0,0,0,1.5,104,2021-12-13T11:00:00+00:00,PT60M
14,0,0.1,0,1.7,112,2021-12-13T12:00:00+00:00,PT60M
13,0,0,0,1.7,118,2021-12-13T13:00:00+00:00,PT60M
12,0,0,0,1.5,121,2021-12-13T14:00:00+00:00,PT60M
11,0,0,0,1.3,121,2021-12-13T15:00:00+00:00,PT60M
11,0,0,0,0.8,118,2021-12-13T16:00:00+00:00,PT60M
10,0,0,0,0.6,111,2021-12-13T17:00:00+00:00,PT60M
10,0,0.5,0,0.8,103,2021-12-13T18:00:00+00:00,PT60M
10,2,1.8,2,0.8,93,2021-12-13T19:00:00+00:00,PT60M
11,106,4.1,103,0.9,82,2021-12-13T20:00:00+00:00,PT60M
14,311,0,311,0.8,71,2021-12-13T21:00:00+00:00,PT60M
17,528,0,528,0.5,59,2021-12-13T22:00:00+00:00,PT60M
20,728,0,728,0.4,46,2021-12-13T23:00:00+00:00,PT60M
21,892,2.3,871,0.4,34,2021-12-14T00:00:00+00:00,PT60M
24,1008,20.2,802,0.8,23,2021-12-14T01:00:00+00:00,PT60M
26,1066,19.5,858,1.1,14,2021-12-14T02:00:00+00:00,PT60M
27,1060,19.7,850,1.1,14,2021-12-14T03:00:00+00:00,PT60M
26,991,26.6,733,1.2,23,2021-12-14T04:00:00+00:00,PT60M
26,868,5.6,816,1.6,35,2021-12-14T05:00:00+00:00,PT60M
25,700,5.4,665,2,47,2021-12-14T06:00:00+00:00,PT60M
25,499,62.5,196,1.7,59,2021-12-14T07:00:00+00:00,PT60M
24,284,78.5,57,0.7,71,2021-12-14T08:00:00+00:00,PT60M
22,88,46.3,43,0.6,83,2021-12-14T09:00:00+00:00,PT60M
20,1,13.2,1,1.5,94,2021-12-14T10:00:00+00:00,PT60M
19,0,2.6,0,1.8,104,2021-12-14T11:00:00+00:00,PT60M
18,0,0.3,0,1.9,112,2021-12-14T12:00:00+00:00,PT60M
17,0,0,0,1.9,118,2021-12-14T13:00:00+00:00,PT60M
16,0,0,0,1.7,121,2021-12-14T14:00:00+00:00,PT60M
15,0,0,0,1.2,121,2021-12-14T15:00:00+00:00,PT60M
14,0,0.7,0,0.9,118,2021-12-14T16:00:00+00:00,PT60M
13,0,0,0,0.9,111,2021-12-14T17:00:00+00:00,PT60M
12,0,0.5,0,1.1,103,2021-12-14T18:00:00+00:00,PT60M
12,2,0,2,1.2,93,2021-12-14T19:00:00+00:00,PT60M
13,103,0,103,1.1,82,2021-12-14T20:00:00+00:00,PT60M
16,306,0,306,0.7,71,2021-12-14T21:00:00+00:00,PT60M
19,525,0,525,0.8,59,2021-12-14T22:00:00+00:00,PT60M
21,728,0.9,721,2,46,2021-12-14T23:00:00+00:00,PT60M
23,895,0,895,3.2,34,2021-12-15T00:00:00+00:00,PT60M
25,1013,0,1013,3.9,23,2021-12-15T01:00:00+00:00,PT60M
26,1071,0.5,1065,4.2,14,2021-12-15T02:00:00+00:00,PT60M
26,1064,0,1064,4.3,14,2021-12-15T03:00:00+00:00,PT60M
27,990,5.3,938,5,23,2021-12-15T04:00:00+00:00,PT60M
26,860,79.8,181,5.2,35,2021-12-15T05:00:00+00:00,PT60M
22,689,94.7,36,4.1,47,2021-12-15T06:00:00+00:00,PT60M
20,488,92.9,36,3.1,59,2021-12-15T07:00:00+00:00,PT60M
19,276,71.9,74,2.2,71,2021-12-15T08:00:00+00:00,PT60M
18,85,67.9,23,1.4,83,2021-12-15T09:00:00+00:00,PT60M
17,1,46.7,1,1.4,94,2021-12-15T10:00:00+00:00,PT60M
17,0,91.1,0,1.2,103,2021-12-15T11:00:00+00:00,PT60M
16,0,75,0,1.1,112,2021-12-15T12:00:00+00:00,PT60M
15,0,22.5,0,1.2,118,2021-12-15T13:00:00+00:00,PT60M
14,0,1.9,0,1.2,121,2021-12-15T14:00:00+00:00,PT60M
13,0,9,0,1.2,121,2021-12-15T15:00:00+00:00,PT60M
13,0,0.9,0,1.3,118,2021-12-15T16:00:00+00:00,PT60M
12,0,0,0,1.4,111,2021-12-15T17:00:00+00:00,PT60M
12,0,46,0,1.3,103,2021-12-15T18:00:00+00:00,PT60M
11,2,70.5,1,1.1,93,2021-12-15T19:00:00+00:00,PT60M
12,106,33.3,71,0.9,82,2021-12-15T20:00:00+00:00,PT60M
13,316,5.7,302,0.8,71,2021-12-15T21:00:00+00:00,PT60M
16,540,12,474,0.9,59,2021-12-15T22:00:00+00:00,PT60M
19,745,7,695,1,47,2021-12-15T23:00:00+00:00,PT60M
20,914,2.1,896,1.4,34,2021-12-16T00:00:00+00:00,PT60M
22,1034,0.5,1030,1.7,23,2021-12-16T01:00:00+00:00,PT60M
24,1096,5.8,1031,2,14,2021-12-16T02:00:00+00:00,PT60M
24,1092,14.2,937,2.3,14,2021-12-16T03:00:00+00:00,PT60M
25,1024,35.8,658,2.5,23,2021-12-16T04:00:00+00:00,PT60M
25,899,59.3,365,2.7,35,2021-12-16T05:00:00+00:00,PT60M
24,726,46.5,381,2.7,47,2021-12-16T06:00:00+00:00,PT60M
23,519,53.4,248,2.3,59,2021-12-16T07:00:00+00:00,PT60M
21,298,10.9,258,2.2,71,2021-12-16T08:00:00+00:00,PT60M
19,95,31.4,63,3.6,83,2021-12-16T09:00:00+00:00,PT60M
16,1,56.8,1,4.4,94,2021-12-16T10:00:00+00:00,PT60M
14,0,77.9,0,4.5,103,2021-12-16T11:00:00+00:00,PT60M
14,0,47.6,0,4.3,112,2021-12-16T12:00:00+00:00,PT60M
13,0,45.4,0,3.8,118,2021-12-16T13:00:00+00:00,PT60M
13,0,72.6,0,3.6,121,2021-12-16T14:00:00+00:00,PT60M
13,0,82.9,0,3.5,121,2021-12-16T15:00:00+00:00,PT60M
13,0,78.1,0,3.1,117,2021-12-16T16:00:00+00:00,PT60M
12,0,90.7,0,2.7,111,2021-12-16T17:00:00+00:00,PT60M
12,0,77.8,0,2.2,103,2021-12-16T18:00:00+00:00,PT60M
11,2,51.9,2,1.8,93,2021-12-16T19:00:00+00:00,PT60M
12,105,63.8,33,1.8,82,2021-12-16T20:00:00+00:00,PT60M
13,314,62.7,118,1.9,71,2021-12-16T21:00:00+00:00,PT60M
15,535,68.8,164,1.8,59,2021-12-16T22:00:00+00:00,PT60M
16,739,62.9,276,1.8,47,2021-12-16T23:00:00+00:00,PT60M
18,909,18.1,752,2.3,34,2021-12-17T00:00:00+00:00,PT60M
20,1028,0,1028,2.9,23,2021-12-17T01:00:00+00:00,PT60M
22,1090,0,1090,3.2,14,2021-12-17T02:00:00+00:00,PT60M
23,1089,0,1089,3.5,14,2021-12-17T03:00:00+00:00,PT60M
24,1025,0,1025,3.5,23,2021-12-17T04:00:00+00:00,PT60M
25,903,0,903,3.4,35,2021-12-17T05:00:00+00:00,PT60M
25,731,0,731,3.4,47,2021-12-17T06:00:00+00:00,PT60M
25,525,0,525,3.2,59,2021-12-17T07:00:00+00:00,PT60M
24,305,0,305,2.6,71,2021-12-17T08:00:00+00:00,PT60M
22,100,8.3,95,2.1,83,2021-12-17T09:00:00+00:00,PT60M
21,1,8.3,1,1.6,93,2021-12-17T10:00:00+00:00,PT60M
20,0,0,0,0.9,103,2021-12-17T11:00:00+00:00,PT60M
20,0,18.1,0,0.8,111,2021-12-17T12:00:00+00:00,PT60M
18,0,59.2,0,1.2,118,2021-12-17T13:00:00+00:00,PT60M
18,0,45.6,0,1.7,121,2021-12-17T14:00:00+00:00,PT60M
17,0,78.6,0,1.4,121,2021-12-17T15:00:00+00:00,PT60M
16,0,56.3,0,0.6,117,2021-12-17T16:00:00+00:00,PT60M
15,0,45.3,0,0.3,111,2021-12-17T17:00:00+00:00,PT60M
14,0,27.9,0,1,103,2021-12-17T18:00:00+00:00,PT60M
14,2,38,1,1.8,93,2021-12-17T19:00:00+00:00,PT60M
16,96,24.3,72,2.5,82,2021-12-17T20:00:00+00:00,PT60M
18,293,5.8,281,3,71,2021-12-17T21:00:00+00:00,PT60M
21,508,0,508,3,59,2021-12-17T22:00:00+00:00,PT60M
22,707,8.2,652,3.6,47,2021-12-17T23:00:00+00:00,PT60M
23,873,7.1,808,4.4,34,2021-12-18T00:00:00+00:00,PT60M
25,991,20.2,789,5.1,23,2021-12-18T01:00:00+00:00,PT60M
26,1049,55.7,464,5.5,14,2021-12-18T02:00:00+00:00,PT60M
27,1046,66.7,348,5.6,14,2021-12-18T03:00:00+00:00,PT60M
27,984,60.5,388,5.4,23,2021-12-18T04:00:00+00:00,PT60M
26,866,57.5,364,5.1,35,2021-12-18T05:00:00+00:00,PT60M
26,699,14.9,599,4.5,47,2021-12-18T06:00:00+00:00,PT60M
26,500,68.3,173,3,59,2021-12-18T07:00:00+00:00,PT60M
25,285,81.5,49,2.7,71,2021-12-18T08:00:00+00:00,PT60M
23,88,62.2,40,3.1,82,2021-12-18T09:00:00+00:00,PT60M
21,1,77.6,0,2.4,93,2021-12-18T10:00:00+00:00,PT60M
18,0,88.4,0,1.5,103,2021-12-18T11:00:00+00:00,PT60M
17,0,93.2,0,1.8,111,2021-12-18T12:00:00+00:00,PT60M
17,0,91.8,0,1.6,118,2021-12-18T13:00:00+00:00,PT60M
17,0,90.4,0,1.6,121,2021-12-18T14:00:00+00:00,PT60M
17,0,84.6,0,2.2,121,2021-12-18T15:00:00+00:00,PT60M
17,0,92.6,0,3.1,117,2021-12-18T16:00:00+00:00,PT60M
16,0,95.3,0,3.8,111,2021-12-18T17:00:00+00:00,PT60M
16,0,96.8,0,3,103,2021-12-18T18:00:00+00:00,PT60M
16,1,97,0,2.2,93,2021-12-18T19:00:00+00:00,PT60M
17,92,91,10,2.1,82,2021-12-18T20:00:00+00:00,PT60M
18,287,29.7,216,2.4,71,2021-12-18T21:00:00+00:00,PT60M
19,499,6.2,466,3.5,59,2021-12-18T22:00:00+00:00,PT60M
20,694,61.7,259,5.1,47,2021-12-18T23:00:00+00:00,PT60M
19,856,65.5,293,6.4,35,2021-12-19T00:00:00+00:00,PT60M
19,973,88.8,109,7.5,23,2021-12-19T01:00:00+00:00,PT60M
19,1034,85.6,149,7.9,14,2021-12-19T02:00:00+00:00,PT60M
19,1033,93.7,65,8,14,2021-12-19T03:00:00+00:00,PT60M
18,969,92.3,75,7.9,23,2021-12-19T04:00:00+00:00,PT60M
17,850,95,42,7.2,35,2021-12-19T05:00:00+00:00,PT60M
17,689,76.1,159,6.9,47,2021-12-19T06:00:00+00:00,PT60M
17,498,83.9,85,7.3,59,2021-12-19T07:00:00+00:00,PT60M
17,291,62.2,103,6.8,71,2021-12-19T08:00:00+00:00,PT60M
16,97,57,49,6.1,82,2021-12-19T09:00:00+00:00,PT60M
15,2,13,1,5.4,93,2021-12-19T10:00:00+00:00,PT60M
15,0,3.2,0,4.5,103,2021-12-19T11:00:00+00:00,PT60M
15,0,1.9,0,3.5,111,2021-12-19T12:00:00+00:00,PT60M
14,0,2.1,0,2.6,117,2021-12-19T13:00:00+00:00,PT60M
13,0,6.1,0,2.5,121,2021-12-19T14:00:00+00:00,PT60M
12,0,18.2,0,2.8,121,2021-12-19T15:00:00+00:00,PT60M
11,0,44.9,0,3,117,2021-12-19T16:00:00+00:00,PT60M
11,0,15.7,0,2.9,111,2021-12-19T17:00:00+00:00,PT60M
11,0,29.2,0,2.5,103,2021-12-19T18:00:00+00:00,PT60M
11,2,10.9,1,2.1,93,2021-12-19T19:00:00+00:00,PT60M
11,103,19.2,86,2,82,2021-12-19T20:00:00+00:00,PT60M
12,312,0.4,311,2.2,71,2021-12-19T21:00:00+00:00,PT60M
15,539,0,539,2.4,59,2021-12-19T22:00:00+00:00,PT60M
17,751,0,751,2.8,47,2021-12-19T23:00:00+00:00,PT60M
18,925,0,925,3.4,35,2021-12-20T00:00:00+00:00,PT60M
20,1049,0,1049,3.9,23,2021-12-20T01:00:00+00:00,PT60M
22,1114,0,1114,4.4,14,2021-12-20T02:00:00+00:00,PT60M
22,1115,0,1115,4.7,14,2021-12-20T03:00:00+00:00,PT60M
23,1052,0,1052,4.8,23,2021-12-20T04:00:00+00:00,PT60M
24,929,0,929,4.6,34,2021-12-20T05:00:00+00:00,PT60M
24,756,0,756,4.5,47,2021-12-20T06:00:00+00:00,PT60M
24,548,0,548,4.4,59,2021-12-20T07:00:00+00:00,PT60M
23,323,0,323,4.2,71,2021-12-20T08:00:00+00:00,PT60M
21,111,0.5,110,3.8,82,2021-12-20T09:00:00+00:00,PT60M
18,2,0,2,3.1,93,2021-12-20T10:00:00+00:00,PT60M
15,0,0,0,2.3,103,2021-12-20T11:00:00+00:00,PT60M
13,0,0,0,1.9,111,2021-12-20T12:00:00+00:00,PT60M
12,0,0,0,1.6,117,2021-12-20T13:00:00+00:00,PT60M
10,0,0,0,1.6,121,2021-12-20T14:00:00+00:00,PT60M
9,0,0,0,1.6,121,2021-12-20T15:00:00+00:00,PT60M
8,0,0,0,1.5,118,2021-12-20T16:00:00+00:00,PT60M
8,0,0,0,1.5,111,2021-12-20T17:00:00+00:00,PT60M
8,0,0,0,1.4,103,2021-12-20T18:00:00+00:00,PT60M
8,2,0,2,1.1,93,2021-12-20T19:00:00+00:00,PT60M
9,108,0,108,0.9,83,2021-12-20T20:00:00+00:00,PT60M
12,322,0,322,0.9,71,2021-12-20T21:00:00+00:00,PT60M
16,548,0,548,1.2,59,2021-12-20T22:00:00+00:00,PT60M
19,757,0,757,1.7,47,2021-12-20T23:00:00+00:00,PT60M
21,929,0,929,2.4,35,2021-12-21T00:00:00+00:00,PT60M
24,1050,0,1050,3.2,23,2021-12-21T01:00:00+00:00,PT60M
25,1111,0,1111,4,14,2021-12-21T02:00:00+00:00,PT60M
26,1108,0,1108,4.5,14,2021-12-21T03:00:00+00:00,PT60M
26,1042,0,1042,4.6,23,2021-12-21T04:00:00+00:00,PT60M
27,919,0,919,4.6,34,2021-12-21T05:00:00+00:00,PT60M
27,747,0,747,4.5,46,2021-12-21T06:00:00+00:00,PT60M
26,541,0,541,4.2,59,2021-12-21T07:00:00+00:00,PT60M
25,318,0,318,3.8,71,2021-12-21T08:00:00+00:00,PT60M
23,109,0.5,109,3.3,82,2021-12-21T09:00:00+00:00,PT60M
20,2,0,2,2.6,93,2021-12-21T10:00:00+00:00,PT60M
17,0,0,0,1.8,103,2021-12-21T11:00:00+00:00,PT60M
15,0,0,0,1.1,111,2021-12-21T12:00:00+00:00,PT60M
14,0,0,0,0.3,117,2021-12-21T13:00:00+00:00,PT60M
13,0,31.1,0,0.4,121,2021-12-21T14:00:00+00:00,PT60M
12,0,59.7,0,0.5,121,2021-12-21T15:00:00+00:00,PT60M
12,0,59.9,0,0.5,118,2021-12-21T16:00:00+00:00,PT60M
12,0,28.7,0,0.5,111,2021-12-21T17:00:00+00:00,PT60M
11,0,0.5,0,0.5,103,2021-12-21T18:00:00+00:00,PT60M
11,1,0,1,0.5,93,2021-12-21T19:00:00+00:00,PT60M
12,101,0,101,0.5,83,2021-12-21T20:00:00+00:00,PT60M
14,307,4.1,297,0.3,71,2021-12-21T21:00:00+00:00,PT60M
18,526,0,526,0.8,59,2021-12-21T22:00:00+00:00,PT60M
21,729,0,729,1.8,47,2021-12-21T23:00:00+00:00,PT60M
22,899,0,899,3.1,35,2021-12-22T00:00:00+00:00,PT60M
25,1022,0,1022,4,23,2021-12-22T01:00:00+00:00,PT60M
26,1087,0,1087,4.3,14,2021-12-22T02:00:00+00:00,PT60M
27,1089,0,1089,4.3,14,2021-12-22T03:00:00+00:00,PT60M
27,1026,0,1026,4.3,23,2021-12-22T04:00:00+00:00,PT60M
27,903,0,903,4.5,34,2021-12-22T05:00:00+00:00,PT60M
27,733,0,733,4.3,46,2021-12-22T06:00:00+00:00,PT60M
26,529,0,529,3.4,59,2021-12-22T07:00:00+00:00,PT60M
25,310,0,310,1.9,71,2021-12-22T08:00:00+00:00,PT60M
22,104,5.7,102,2.3,82,2021-12-22T09:00:00+00:00,PT60M
18,2,4.5,2,3.9,93,2021-12-22T10:00:00+00:00,PT60M
16,0,50.3,0,4.4,103,2021-12-22T11:00:00+00:00,PT60M
15,0,44.3,0,4,111,2021-12-22T12:00:00+00:00,PT60M
15,0,45.1,0,3.3,117,2021-12-22T13:00:00+00:00,PT60M
15,0,49,0,3.1,121,2021-12-22T14:00:00+00:00,PT60M
15,0,53.8,0,2.9,121,2021-12-22T15:00:00+00:00,PT60M
15,0,75.1,0,2.5,118,2021-12-22T16:00:00+00:00,PT60M
14,0,57,0,2.1,112,2021-12-22T17:00:00+00:00,PT60M
14,0,48.5,0,1.9,103,2021-12-22T18:00:00+00:00,PT60M
14,1,79.5,0,1.6,94,2021-12-22T19:00:00+00:00,PT60M
14,90,45.4,42,1.5,83,2021-12-22T20:00:00+00:00,PT60M
15,287,67.2,95,1.5,71,2021-12-22T21:00:00+00:00,PT60M
16,505,68.1,160,1.6,59,2021-12-22T22:00:00+00:00,PT60M
17,711,48.1,378,1.7,47,2021-12-22T23:00:00+00:00,PT60M
17,881,11.6,782,1.6,35,2021-12-23T00:00:00+00:00,PT60M
18,1004,14,862,1.5,23,2021-12-23T01:00:00+00:00,PT60M
21,1070,2.5,1043,1.8,14,2021-12-23T02:00:00+00:00,PT60M
23,1072,1.3,1057,2.3,14,2021-12-23T03:00:00+00:00,PT60M
24,1013,1.7,995,2.9,23,2021-12-23T04:00:00+00:00,PT60M
25,898,5.4,849,3.4,34,2021-12-23T05:00:00+00:00,PT60M
25,732,0,732,3.1,46,2021-12-23T06:00:00+00:00,PT60M
25,528,0.1,527,1.6,58,2021-12-23T07:00:00+00:00,PT60M
24,308,0.7,307,3.2,70,2021-12-23T08:00:00+00:00,PT60M
21,105,8.5,100,4.4,82,2021-12-23T09:00:00+00:00,PT60M
18,2,0.8,2,4.3,93,2021-12-23T10:00:00+00:00,PT60M
16,0,27.9,0,4,103,2021-12-23T11:00:00+00:00,PT60M
15,0,2.5,0,3.9,111,2021-12-23T12:00:00+00:00,PT60M
15,0,60.1,0,3.4,117,2021-12-23T13:00:00+00:00,PT60M
15,0,65.7,0,3,121,2021-12-23T14:00:00+00:00,PT60M
15,0,45.8,0,2.7,121,2021-12-23T15:00:00+00:00,PT60M
15,0,71.9,0,2.4,118,2021-12-23T16:00:00+00:00,PT60M
14,0,70.9,0,2.2,112,2021-12-23T17:00:00+00:00,PT60M
14,0,74.3,0,2.1,103,2021-12-23T18:00:00+00:00,PT60M
14,1,60.3,1,2,94,2021-12-23T19:00:00+00:00,PT60M
15,95,49.3,36,2.2,83,2021-12-23T20:00:00+00:00,PT60M
16,299,56,131,2.4,71,2021-12-23T21:00:00+00:00,PT60M
17,518,35.4,337,2.2,59,2021-12-23T22:00:00+00:00,PT60M
17,721,49.9,360,2.2,47,2021-12-23T23:00:00+00:00,PT60M
18,893,73.5,236,2.2,35,2021-12-24T00:00:00+00:00,PT60M
